time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-07-23T21:40:26.000Z,56.35259006,37.52175829,112.17205810546875,10.72,27.4,4.73,0,gps,,,,,,,,54,
2020-07-23T21:40:27.000Z,56.35262155,37.52184742,118.42169189453125,9.648001,36.0,3.73,18,gps,,,,,,,,54,
2020-07-23T21:40:28.000Z,56.3526187,37.52192245,122.3338623046875,9.648001,54.4,2.82,19,gps,,,,,,,,54,
2020-07-23T21:40:29.000Z,56.35259861,37.52194129,122.4090576171875,7.504,66.6,2.32,19,gps,,,,,,,,54,
2020-07-23T21:40:30.000Z,56.3526037,37.52198051,125.94317626953125,7.504,68.5,2.13,20,gps,,,,,,,,54,
2020-07-23T21:40:31.000Z,56.35260005,37.52202227,127.18646240234375,6.432,94.9,2.07,20,gps,,,,,,,,54,
2020-07-23T21:40:32.000Z,56.35259763,37.52207406,131.931396484375,6.432,98.3,2.7,20,gps,,,,,,,,54,
2020-07-23T21:40:33.000Z,56.35259602,37.52210225,134.088623046875,6.432,96.0,1.23,20,gps,,,,,,,,54,
2020-07-23T21:40:34.000Z,56.35259467,37.52211676,136.6077880859375,4.288,95.9,0.24,19,gps,,,,,,,,54,
2020-07-23T21:40:35.000Z,56.35258857,37.52213466,137.2088623046875,4.288,131.1,0.65,19,gps,,,,,,,,54,
2020-07-23T21:40:36.000Z,56.35257686,37.52215846,139.81256103515625,3.216,141.6,1.58,20,gps,,,,,,,,54,
2020-07-23T21:40:37.000Z,56.35255969,37.52217799,141.27197265625,3.216,163.8,2.31,19,gps,,,,,,,,54,
2020-07-23T21:40:38.000Z,56.35253237,37.52218823,141.054931640625,3.216,185.5,2.9,19,gps,,,,,,,,54,
2020-07-23T21:40:39.000Z,56.35250191,37.52217472,142.6602783203125,3.216,210.1,3.46,18,gps,,,,,,,,54,
2020-07-23T21:40:40.000Z,56.3524658,37.52214736,142.86895751953125,3.216,206.5,4.41,18,gps,,,,,,,,54,
2020-07-23T21:40:41.000Z,56.35241121,37.52212313,142.96533203125,3.216,200.4,5.9,19,gps,,,,,,,,54,
2020-07-23T21:40:42.000Z,56.35234782,37.52208012,142.85595703125,3.216,201.0,7.38,19,gps,,,,,,,,54,
2020-07-23T21:40:43.000Z,56.35227563,37.522028,142.63922119140625,3.216,201.5,8.42,18,gps,,,,,,,,54,
2020-07-23T21:40:44.000Z,56.35219398,37.52197497,143.3037109375,3.216,201.2,9.46,17,gps,,,,,,,,54,
2020-07-23T21:40:45.000Z,56.35210179,37.52191683,143.8258056640625,3.216,200.9,10.63,17,gps,,,,,,,,54,
2020-07-23T21:40:46.000Z,56.35200992,37.52185402,144.06292724609375,3.216,201.5,10.93,17,gps,,,,,,,,54,
2020-07-23T21:40:47.000Z,56.35191142,37.52178611,144.4368896484375,3.216,201.3,11.86,20,gps,,,,,,,,54,
2020-07-23T21:40:48.000Z,56.35181038,37.52171049,144.69677734375,3.216,201.0,12.23,20,gps,,,,,,,,54,
2020-07-23T21:40:49.000Z,56.35172024,37.52163738,143.6627197265625,3.216,201.2,10.53,20,gps,,,,,,,,54,
2020-07-23T21:40:50.000Z,56.35164851,37.521582,143.206787109375,3.216,201.2,8.27,20,gps,,,,,,,,54,
2020-07-23T21:40:51.000Z,56.35159756,37.52154657,143.04913330078125,3.216,201.2,6.28,21,gps,,,,,,,,54,
2020-07-23T21:40:52.000Z,56.35156037,37.52151994,143.15032958984375,3.216,201.4,4.62,21,gps,,,,,,,,54,
2020-07-23T21:40:53.000Z,56.35153469,37.52150048,142.40753173828125,3.216,201.3,3.07,20,gps,,,,,,,,54,
2020-07-23T21:40:54.000Z,56.35152147,37.5214929,143.20635986328125,3.216,201.2,1.88,20,gps,,,,,,,,54,
2020-07-23T21:40:55.000Z,56.35151347,37.52149103,143.8770751953125,3.216,201.1,1.26,20,gps,,,,,,,,54,
2020-07-23T21:40:56.000Z,56.35150715,37.52148979,144.42901611328125,3.216,201.0,0.71,20,gps,,,,,,,,54,
2020-07-23T21:40:57.000Z,56.35150648,37.52149081,144.3748779296875,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:40:58.000Z,56.35150555,37.52149202,144.509765625,3.216,201.1,0.16,20,gps,,,,,,,,54,
2020-07-23T21:40:59.000Z,56.35150419,37.52149234,144.9918212890625,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:00.000Z,56.35150551,37.52149464,145.13189697265625,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:01.000Z,56.35150674,37.52149338,144.884765625,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:02.000Z,56.3515071,37.52149163,144.506591796875,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:03.000Z,56.35150768,37.52149045,144.65509033203125,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:04.000Z,56.35150785,37.52148833,144.9368896484375,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:05.000Z,56.35150759,37.52148872,145.36505126953125,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:06.000Z,56.35150901,37.5214904,145.71734619140625,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:07.000Z,56.35150983,37.52149054,146.1258544921875,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:08.000Z,56.35150888,37.5214886,146.2427978515625,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:09.000Z,56.35150837,37.52148632,146.52874755859375,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:10.000Z,56.35150787,37.52148535,146.68902587890625,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:11.000Z,56.35150705,37.52148665,147.1314697265625,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:12.000Z,56.35150605,37.52148738,147.26959228515625,3.216,,0.0,18,gps,,,,,,,,54,
2020-07-23T21:41:13.000Z,56.35150602,37.52148934,147.590576171875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:14.000Z,56.35150672,37.52149171,147.35870361328125,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:15.000Z,56.35150619,37.52149632,147.24591064453125,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:16.000Z,56.35150692,37.52149899,147.293701171875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:17.000Z,56.35150693,37.5215013,147.37286376953125,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:18.000Z,56.35150664,37.52150225,147.3907470703125,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:19.000Z,56.35150648,37.5215041,147.4749755859375,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:20.000Z,56.35150636,37.52150667,147.5975341796875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:21.000Z,56.35150562,37.52150746,147.25262451171875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:22.000Z,56.35150368,37.52150852,147.63726806640625,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:23.000Z,56.3515031,37.52151286,148.02557373046875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:24.000Z,56.35150268,37.52151506,148.3011474609375,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:25.000Z,56.35150237,37.52151726,148.699951171875,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:26.000Z,56.35150212,37.52151994,149.0843505859375,3.216,,0.0,19,gps,,,,,,,,54,
2020-07-23T21:41:27.000Z,56.35150244,37.5215204,149.1900634765625,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:28.000Z,56.35150191,37.52152136,149.48345947265625,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:29.000Z,56.35150177,37.52151927,149.2772216796875,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:30.000Z,56.35150258,37.52151794,149.4132080078125,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:31.000Z,56.35150257,37.52151616,149.57965087890625,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:32.000Z,56.35150289,37.52151643,149.0191650390625,3.216,200.9,0.24,21,gps,,,,,,,,54,
2020-07-23T21:41:33.000Z,56.35150431,37.52151739,149.15203857421875,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:34.000Z,56.35150399,37.52151824,149.3609619140625,3.216,,0.0,20,gps,,,,,,,,54,
2020-07-23T21:41:35.000Z,56.35150467,37.52151736,149.5653076171875,3.216,,0.0,20,gps,,,,,,,,54,
