time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-07-23T18:32:11.000Z,56.35742708,37.49198386,147.92657470703125,3.216,110.2,16.09,0,gps,,,,,,,,42,
2020-07-23T18:32:12.000Z,56.35735658,37.49219904,145.888671875,3.216,110.1,16.21,19,gps,,,,,,,,42,
2020-07-23T18:32:13.000Z,56.35729812,37.49242084,144.70684814453125,3.216,110.2,16.42,19,gps,,,,,,,,42,
2020-07-23T18:32:14.000Z,56.35724029,37.492676,143.394775390625,3.216,110.4,16.68,18,gps,,,,,,,,42,
2020-07-23T18:32:15.000Z,56.35718643,37.49292303,141.419189453125,3.216,110.0,17.16,19,gps,,,,,,,,42,
2020-07-23T18:32:16.000Z,56.35713281,37.49318023,140.2093505859375,3.216,110.0,17.34,20,gps,,,,,,,,42,
2020-07-23T18:32:17.000Z,56.35707425,37.49344635,139.315185546875,3.216,109.9,17.55,20,gps,,,,,,,,42,
2020-07-23T18:32:18.000Z,56.35701702,37.49371339,139.55718994140625,3.216,110.1,17.75,20,gps,,,,,,,,42,
2020-07-23T18:32:19.000Z,56.35696322,37.49398776,139.3682861328125,3.216,110.2,17.8,20,gps,,,,,,,,42,
2020-07-23T18:32:20.000Z,56.3569082,37.4942614,138.4124755859375,3.216,110.3,17.99,20,gps,,,,,,,,42,
2020-07-23T18:32:21.000Z,56.35685392,37.49453442,137.72332763671875,3.216,110.1,18.01,20,gps,,,,,,,,42,
2020-07-23T18:32:22.000Z,56.35679847,37.49480543,136.85693359375,3.216,110.2,17.93,20,gps,,,,,,,,42,
2020-07-23T18:32:23.000Z,56.35674589,37.49507865,136.51904296875,3.216,110.4,17.79,21,gps,,,,,,,,42,
2020-07-23T18:32:24.000Z,56.35668817,37.49534439,136.59185791015625,3.216,111.8,17.63,21,gps,,,,,,,,42,
2020-07-23T18:32:25.000Z,56.35663439,37.49560203,136.653564453125,3.216,110.5,17.19,21,gps,,,,,,,,42,
2020-07-23T18:32:26.000Z,56.35658184,37.49585728,137.03466796875,3.216,110.2,16.79,20,gps,,,,,,,,42,
2020-07-23T18:32:27.000Z,56.35653311,37.49611065,136.9317626953125,3.216,109.5,16.56,20,gps,,,,,,,,42,
2020-07-23T18:32:28.000Z,56.35648548,37.49635441,137.47955322265625,3.216,109.1,16.19,20,gps,,,,,,,,42,
2020-07-23T18:32:29.000Z,56.35644313,37.4966041,137.51727294921875,3.216,107.1,15.95,19,gps,,,,,,,,42,
2020-07-23T18:32:30.000Z,56.35639696,37.49684386,137.894775390625,3.216,106.5,15.58,19,gps,,,,,,,,42,
2020-07-23T18:32:31.000Z,56.35634565,37.49708436,138.02532958984375,3.216,108.2,15.57,19,gps,,,,,,,,42,
2020-07-23T18:32:32.000Z,56.35629967,37.49732205,137.80718994140625,3.216,108.3,15.33,21,gps,,,,,,,,42,
2020-07-23T18:32:33.000Z,56.35625085,37.49755834,137.62640380859375,3.216,108.3,15.35,21,gps,,,,,,,,42,
2020-07-23T18:32:34.000Z,56.35620387,37.4977912,137.46466064453125,3.216,107.6,15.16,22,gps,,,,,,,,42,
2020-07-23T18:32:35.000Z,56.35615854,37.49801627,137.7708740234375,3.216,108.5,14.91,24,gps,,,,,,,,42,
2020-07-23T18:32:36.000Z,56.35610964,37.49825287,138.19525146484375,3.216,108.3,15.5,24,gps,,,,,,,,42,
2020-07-23T18:32:37.000Z,56.3560631,37.49849337,138.40216064453125,3.216,108.2,15.39,24,gps,,,,,,,,42,
2020-07-23T18:32:38.000Z,56.35601706,37.49872563,138.75396728515625,3.216,108.3,14.9,24,gps,,,,,,,,42,
2020-07-23T18:32:39.000Z,56.35597126,37.49896401,138.9473876953125,3.216,108.4,15.25,24,gps,,,,,,,,42,
2020-07-23T18:32:40.000Z,56.35592562,37.49919823,139.0150146484375,3.216,108.9,15.11,23,gps,,,,,,,,42,
2020-07-23T18:32:41.000Z,56.35587874,37.49943476,139.4537353515625,3.216,109.1,15.08,23,gps,,,,,,,,42,
2020-07-23T18:32:42.000Z,56.35583102,37.49966649,139.38714599609375,3.216,109.3,14.94,23,gps,,,,,,,,42,
2020-07-23T18:32:43.000Z,56.35578393,37.49989801,139.27618408203125,3.216,109.3,15.01,24,gps,,,,,,,,42,
2020-07-23T18:32:44.000Z,56.35573692,37.50012981,140.375732421875,3.216,109.3,15.3,24,gps,,,,,,,,42,
2020-07-23T18:32:45.000Z,56.35568884,37.50036554,140.6221923828125,3.216,109.7,15.16,24,gps,,,,,,,,42,
2020-07-23T18:32:46.000Z,56.35564156,37.50059965,140.65838623046875,3.216,109.5,15.07,24,gps,,,,,,,,42,
2020-07-23T18:32:47.000Z,56.35559592,37.50082745,140.671630859375,3.216,109.7,14.89,24,gps,,,,,,,,42,
2020-07-23T18:32:48.000Z,56.35554571,37.5010569,140.42401123046875,3.216,109.8,14.96,24,gps,,,,,,,,42,
2020-07-23T18:32:49.000Z,56.35550147,37.50127645,139.9222412109375,3.216,110.8,14.76,24,gps,,,,,,,,42,
2020-07-23T18:32:50.000Z,56.35545836,37.50149275,139.705810546875,3.216,110.5,14.8,24,gps,,,,,,,,42,
2020-07-23T18:32:51.000Z,56.35540889,37.50171107,140.159912109375,3.216,110.5,14.62,24,gps,,,,,,,,42,
2020-07-23T18:32:52.000Z,56.35536646,37.50193224,140.924560546875,3.216,110.6,14.65,24,gps,,,,,,,,42,
2020-07-23T18:32:53.000Z,56.35532091,37.50215171,141.22344970703125,3.216,110.7,14.32,24,gps,,,,,,,,42,
2020-07-23T18:32:54.000Z,56.3552745,37.5023672,141.25360107421875,3.216,111.9,14.23,24,gps,,,,,,,,42,
2020-07-23T18:32:55.000Z,56.35522839,37.50257695,141.740234375,3.216,111.9,14.05,25,gps,,,,,,,,42,
2020-07-23T18:32:56.000Z,56.35518214,37.50279366,141.9979248046875,3.216,111.7,14.21,25,gps,,,,,,,,42,
