time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-07-26T20:05:54.585Z,56.3525933,37.52209365,159.01080322265625,6.432,66.1,2.98,0,gps,,,,,,,,31,
2020-07-26T20:05:57.000Z,56.3526238,37.52218674,156.83013916015625,4.288,85.1,2.28,10,gps,,,,,,,,31,
2020-07-26T20:05:58.000Z,56.35262474,37.52222005,157.0892333984375,4.288,100.7,2.11,21,gps,,,,,,,,31,
2020-07-26T20:05:59.000Z,56.35262225,37.52224287,157.32879638671875,3.216,125.6,1.63,21,gps,,,,,,,,31,
2020-07-26T20:06:00.000Z,56.35261845,37.52225803,158.35693359375,3.216,125.5,1.08,21,gps,,,,,,,,31,
2020-07-26T20:06:01.000Z,56.35260298,37.52227305,154.806884765625,3.216,138.8,1.69,21,gps,,,,,,,,31,
2020-07-26T20:06:02.000Z,56.35257852,37.52228862,153.48956298828125,3.216,151.4,2.51,21,gps,,,,,,,,31,
2020-07-26T20:06:03.000Z,56.35254546,37.5222963,152.3538818359375,3.216,169.2,3.3,20,gps,,,,,,,,31,
2020-07-26T20:06:04.000Z,56.35250474,37.52227492,152.068603515625,3.216,202.0,4.34,19,gps,,,,,,,,31,
2020-07-26T20:06:05.000Z,56.35245046,37.52222236,152.556640625,3.216,199.7,5.34,19,gps,,,,,,,,31,
2020-07-26T20:06:06.000Z,56.35238818,37.52218201,152.60174560546875,3.216,200.9,6.37,19,gps,,,,,,,,31,
2020-07-26T20:06:07.000Z,56.3523197,37.5221386,151.51470947265625,3.216,200.7,7.47,19,gps,,,,,,,,31,
2020-07-26T20:06:08.000Z,56.3522459,37.52208822,150.846923828125,3.216,202.0,8.14,19,gps,,,,,,,,31,
2020-07-26T20:06:09.000Z,56.35217337,37.52203755,150.71875,3.216,203.5,8.43,19,gps,,,,,,,,31,
2020-07-26T20:06:10.000Z,56.35210081,37.5219843,150.1966552734375,3.216,205.5,8.27,18,gps,,,,,,,,31,
2020-07-26T20:06:11.000Z,56.35202775,37.52193214,149.64471435546875,3.216,204.3,8.23,18,gps,,,,,,,,31,
2020-07-26T20:06:12.000Z,56.35195613,37.52188389,148.84197998046875,3.216,202.1,8.05,18,gps,,,,,,,,31,
2020-07-26T20:06:13.000Z,56.3518883,37.521837,149.08074951171875,3.216,201.5,7.77,18,gps,,,,,,,,31,
2020-07-26T20:06:14.000Z,56.35183489,37.5217909,147.9954833984375,3.216,200.1,6.25,18,gps,,,,,,,,31,
2020-07-26T20:06:15.000Z,56.35179679,37.52174943,147.09326171875,3.216,199.7,4.94,17,gps,,,,,,,,31,
2020-07-26T20:06:16.000Z,56.35175903,37.52172205,146.5382080078125,3.216,199.0,4.4,19,gps,,,,,,,,31,
2020-07-26T20:06:17.000Z,56.35171742,37.52169454,146.19024658203125,3.216,198.6,4.46,19,gps,,,,,,,,31,
2020-07-26T20:06:18.000Z,56.35167615,37.5216568,145.3792724609375,3.216,197.5,4.92,19,gps,,,,,,,,31,
2020-07-26T20:06:19.000Z,56.35163087,37.52161927,145.077392578125,3.216,197.1,5.43,22,gps,,,,,,,,31,
2020-07-26T20:06:20.000Z,56.35158177,37.52158889,145.033447265625,3.216,198.5,5.96,22,gps,,,,,,,,31,
2020-07-26T20:06:21.000Z,56.35152685,37.52155396,144.9781494140625,3.216,198.6,6.36,22,gps,,,,,,,,31,
2020-07-26T20:06:22.000Z,56.35147126,37.52151988,145.12493896484375,3.216,199.7,6.3,22,gps,,,,,,,,31,
2020-07-26T20:06:23.000Z,56.35141795,37.52147844,145.3385009765625,3.216,202.7,6.21,21,gps,,,,,,,,31,
2020-07-26T20:06:24.000Z,56.35137657,37.52141533,144.5740966796875,3.216,214.4,5.95,21,gps,,,,,,,,31,
2020-07-26T20:06:25.000Z,56.35134701,37.5213185,143.821533203125,3.216,232.5,6.43,21,gps,,,,,,,,31,
2020-07-26T20:06:26.000Z,56.35134022,37.52120191,143.726318359375,3.216,255.3,6.89,22,gps,,,,,,,,31,
2020-07-26T20:06:27.000Z,56.35135771,37.52107741,142.95294189453125,3.216,273.4,7.34,22,gps,,,,,,,,31,
2020-07-26T20:06:28.000Z,56.35138384,37.52095013,143.83538818359375,3.216,284.6,8.24,22,gps,,,,,,,,31,
2020-07-26T20:06:29.000Z,56.35141152,37.52081356,143.36944580078125,3.216,288.4,8.87,21,gps,,,,,,,,31,
2020-07-26T20:06:30.000Z,56.35144143,37.52066671,142.3826904296875,3.216,289.1,9.43,21,gps,,,,,,,,31,
2020-07-26T20:06:31.000Z,56.3514743,37.52050858,142.1519775390625,3.216,289.4,10.12,22,gps,,,,,,,,31,
2020-07-26T20:06:32.000Z,56.35151142,37.52034375,141.834228515625,3.216,290.8,10.69,22,gps,,,,,,,,31,
2020-07-26T20:06:33.000Z,56.35155044,37.52018177,141.49920654296875,3.216,290.7,11.08,23,gps,,,,,,,,31,
2020-07-26T20:06:34.000Z,56.35159153,37.51999939,142.1815185546875,3.216,290.9,11.48,22,gps,,,,,,,,31,
2020-07-26T20:06:35.000Z,56.35162958,37.51981941,142.23455810546875,3.216,290.4,11.71,21,gps,,,,,,,,31,
2020-07-26T20:06:36.000Z,56.35166961,37.51964325,141.74896240234375,3.216,291.8,11.97,22,gps,,,,,,,,31,
2020-07-26T20:06:37.000Z,56.35170696,37.51946455,141.73095703125,3.216,291.0,12.18,22,gps,,,,,,,,31,
2020-07-26T20:06:38.000Z,56.35174513,37.51928669,141.703857421875,3.216,291.8,12.05,23,gps,,,,,,,,31,
2020-07-26T20:06:39.000Z,56.35178411,37.51910707,142.095458984375,3.216,290.2,11.56,22,gps,,,,,,,,31,
2020-07-26T20:06:40.000Z,56.35181879,37.51895092,142.27423095703125,3.216,290.7,10.75,24,gps,,,,,,,,31,
2020-07-26T20:06:41.000Z,56.35184641,37.51880882,142.3272705078125,3.216,290.6,9.43,24,gps,,,,,,,,31,
2020-07-26T20:06:42.000Z,56.35187516,37.51869513,142.457275390625,3.216,291.1,7.82,24,gps,,,,,,,,31,
2020-07-26T20:06:43.000Z,56.35189651,37.51860524,142.428955078125,3.216,291.5,5.93,22,gps,,,,,,,,31,
2020-07-26T20:06:44.000Z,56.35191169,37.5185407,142.37445068359375,3.216,290.6,4.38,23,gps,,,,,,,,31,
2020-07-26T20:06:45.000Z,56.35191926,37.51850183,142.5518798828125,3.216,289.6,2.83,22,gps,,,,,,,,31,
2020-07-26T20:06:46.000Z,56.3519258,37.51847134,142.697265625,3.216,291.1,1.97,22,gps,,,,,,,,31,
2020-07-26T20:06:47.000Z,56.35193529,37.51845085,142.70074462890625,3.216,290.7,1.75,22,gps,,,,,,,,31,
2020-07-26T20:06:48.000Z,56.35194194,37.51842793,142.57867431640625,3.216,290.1,1.69,23,gps,,,,,,,,31,
2020-07-26T20:06:49.000Z,56.35194707,37.5183944,142.78936767578125,3.216,289.7,2.17,23,gps,,,,,,,,31,
2020-07-26T20:06:50.000Z,56.35195503,37.51835251,143.04058837890625,3.216,289.1,2.71,23,gps,,,,,,,,31,
2020-07-26T20:06:51.000Z,56.3519637,37.51830689,142.8524169921875,3.216,288.2,3.03,23,gps,,,,,,,,31,
2020-07-26T20:06:52.000Z,56.35197188,37.51825863,143.3172607421875,3.216,289.3,3.22,22,gps,,,,,,,,31,
2020-07-26T20:06:53.000Z,56.35198193,37.51821339,143.3314208984375,3.216,287.9,3.09,22,gps,,,,,,,,31,
2020-07-26T20:06:54.000Z,56.35199199,37.51816861,143.97808837890625,3.216,287.8,2.85,22,gps,,,,,,,,31,
2020-07-26T20:06:55.000Z,56.35200098,37.51812735,144.56640625,3.216,287.7,2.66,24,gps,,,,,,,,31,
2020-07-26T20:06:56.000Z,56.35201004,37.51808732,145.42742919921875,3.216,287.2,2.43,24,gps,,,,,,,,31,
2020-07-26T20:06:57.000Z,56.35201872,37.5180496,145.3106689453125,3.216,288.6,2.53,24,gps,,,,,,,,31,
2020-07-26T20:06:58.000Z,56.35202847,37.51800957,144.89154052734375,3.216,288.3,2.85,23,gps,,,,,,,,31,
2020-07-26T20:06:59.000Z,56.352041,37.51797089,145.1524658203125,3.216,290.1,2.83,24,gps,,,,,,,,31,
2020-07-26T20:07:00.000Z,56.35205142,37.51793641,145.17083740234375,3.216,288.0,2.63,23,gps,,,,,,,,31,
2020-07-26T20:07:01.000Z,56.35206151,37.51790145,145.26202392578125,3.216,288.7,2.56,24,gps,,,,,,,,31,
2020-07-26T20:07:02.000Z,56.35207011,37.51785955,144.984130859375,3.216,285.4,2.84,24,gps,,,,,,,,31,
2020-07-26T20:07:03.000Z,56.35208042,37.51780711,144.98193359375,3.216,287.2,3.51,23,gps,,,,,,,,31,
2020-07-26T20:07:04.000Z,56.35209227,37.51774651,145.2266845703125,3.216,286.1,4.04,23,gps,,,,,,,,31,
2020-07-26T20:07:05.000Z,56.3521064,37.51767467,145.13232421875,3.216,286.4,4.83,22,gps,,,,,,,,31,
2020-07-26T20:07:06.000Z,56.35213395,37.51758187,144.48260498046875,3.216,288.4,6.07,23,gps,,,,,,,,31,
2020-07-26T20:07:07.000Z,56.3521583,37.51746181,144.6661376953125,3.216,289.5,7.67,23,gps,,,,,,,,31,
2020-07-26T20:07:08.000Z,56.35218585,37.51732475,144.27099609375,3.216,289.7,8.96,23,gps,,,,,,,,31,
2020-07-26T20:07:09.000Z,56.3522149,37.51716732,144.28350830078125,3.216,289.8,10.03,23,gps,,,,,,,,31,
2020-07-26T20:07:10.000Z,56.35224919,37.51699644,143.9456787109375,3.216,290.4,11.14,22,gps,,,,,,,,31,
2020-07-26T20:07:11.000Z,56.35228655,37.51681304,144.061767578125,3.216,290.0,12.17,22,gps,,,,,,,,31,
2020-07-26T20:07:12.000Z,56.35232528,37.51661565,144.15716552734375,3.216,290.0,12.93,22,gps,,,,,,,,31,
2020-07-26T20:07:13.000Z,56.35236798,37.51641087,144.34710693359375,3.216,290.1,13.54,21,gps,,,,,,,,31,
2020-07-26T20:07:14.000Z,56.35241146,37.51619274,144.79931640625,3.216,289.5,14.11,21,gps,,,,,,,,31,
2020-07-26T20:07:15.000Z,56.35245971,37.51597282,145.3038330078125,3.216,289.8,14.66,22,gps,,,,,,,,31,
